unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,cosolvent
perrin2,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",pkb1,2.92,25,at 1000 atm,"C1, R1b",Approximate,B146,Thermodynamic quantities are derived from the results," Other measurements: refs. B72, C20, H16, M56, N28, P10","methane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,1000 (atm),B,,
perrin2,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",pkb1,2.59,25,at 2000 atm,"C1, R1b",Approximate,B146,Thermodynamic quantities are derived from the results," Other measurements: refs. B72, C20, H16, M56, N28, P10","methane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,2000 (atm),B,,
perrin2,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",pkb1,2.33,25,at 3000 atm,"C1, R1b",Approximate,B146,Thermodynamic quantities are derived from the results," Other measurements: refs. B72, C20, H16, M56, N28, P10","methane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,3000 (atm),B,,
perrin2,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",pkb1,3.04,45,at 1000 atm,"C1, R1b",Approximate,B146,Thermodynamic quantities are derived from the results," Other measurements: refs. B72, C20, H16, M56, N28, P10","methane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,1000 (atm),B,,
perrin2,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",pkb1,2.7,45,at 2000 atm,"C1, R1b",Approximate,B146,Thermodynamic quantities are derived from the results," Other measurements: refs. B72, C20, H16, M56, N28, P10","methane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,2000 (atm),B,,
perrin2,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",pkb1,2.43,45,at 3000 atm,"C1, R1b",Approximate,B146,Thermodynamic quantities are derived from the results," Other measurements: refs. B72, C20, H16, M56, N28, P10","methane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,3000 (atm),B,,
perrin6,CCOC(OCC)[SiH2]CN,"InChI=1S/C6H17NO2Si/c1-3-8-6(9-4-2)10-5-7/h6H,3-5,7,10H2,1-2H3",pkb1,4.8,25,,E3bg,Uncertain,N28,,,"methane, amino(diethoxymethylsilyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,room_temp.,
perrin7,CCO[Si](C)(C)CN,"InChI=1S/C5H15NOSi/c1-4-7-8(2,3)5-6/h4-6H2,1-3H3",pkb1,3.82,25,,E3bg,Uncertain,N28,,,"methane, amino(ethoxydimethylsilyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,room_temp.,
perrin9,CCO[Si](CN)(OCC)OCC,"InChI=1S/C7H19NO3Si/c1-4-9-12(7-8,10-5-2)11-6-3/h4-8H2,1-3H3",pkb,5.57,25,,E3bg,Uncertain,N28,,,"methane, amino(triethoxysilyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,room_temp.,
perrin10,C[Si](C)(C)CN,"InChI=1S/C4H13NSi/c1-6(2,3)4-5/h4-5H2,1-3H3",pkb,3.07,25,I<0.06,E3bg,Uncertain,N28,,,"methane, aminotrimethylsilyl-","['OPSIN_name1', 'manual_only_one']",2,,perrin,,B,room_temp.,
perrin18,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,pkb1,4.2,25,(m),"C1, R1b",Approximate,H18,," Other measurements: H16, H23, M56","methane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin18,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,pkb1,3.74,25,1000 atm,"C1, R1b",Uncertain,H18,," Other measurements: H16, H23, M56","methane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,1000 (atm),B,,
perrin18,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,pkb1,3.36,25,2000 atm,"C1, R1b",Uncertain,H18,," Other measurements: H16, H23, M56","methane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,2000 (atm),B,,
perrin18,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,pkb1,3.04,25,3000 atm,"C1, R1b",Uncertain,H18,," Other measurements: H16, H23, M56","methane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,3000 (atm),B,,
perrin26,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",pkb1,3.23,25,(m),"C1, R1b",Approximate,H18,," Other measurements: H16, M52, M56","methane, methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin26,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",pkb1,2.79,25,1000 atm,"C1, R1b",Uncertain,H18,," Other measurements: H16, M52, M56","methane, methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,1000 (atm),B,,
perrin26,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",pkb1,2.44,25,2000 atm,"C1, R1b",Uncertain,H18,," Other measurements: H16, M52, M56","methane, methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,2000 (atm),B,,
perrin26,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",pkb1,2.12,25,3000 atm,"C1, R1b",Uncertain,H18,," Other measurements: H16, M52, M56","methane, methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,3000 (atm),B,,
perrin30,C[Si](C)(C)CN[Si](C)(C)C,"InChI=1S/C7H21NSi2/c1-9(2,3)7-8-10(4,5)6/h8H,7H2,1-6H3",pkb1,3.4,25,I<0.004,E3bg,Uncertain,N28,,,"methane, trimethylsilyl-N-trimethylsilylamino-",['manual_inconsistent'],1,,perrin,,B,room_temp.,
perrin48,CN(C)N=C(N)C(F)(F)F,"InChI=1S/C4H8F3N3/c1-10(2)9-3(8)4(5,6)7/h1-2H3,(H2,8,9)",pkb1,10.03,,,,Uncertain,B131,,,"ethane, 1-amino-1-dimethylhydrazono-2-trifluoro-","['chemaxon_name1', 'manual_only_one']",2,,perrin,,B,,
perrin66,NCC(F)(F)F,"InChI=1S/C2H4F3N/c3-2(4,5)1-6/h1,6H2",pkb1,8.3,not_stated,C=0.004,E3bg,Uncertain,H44,,,"ethane, 1-amino-2,2,2-trifluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin139,CC(C)N,"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3",pkb1,3.4,25,I not given,E3dg,Uncertain,N28,,,"propane, 2-amino-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,B,room_temp.,
perrin147,CN(C)N=C(N)C(F)(F)C(F)(F)F,"InChI=1S/C5H8F5N3/c1-13(2)12-3(11)4(6,7)5(8,9)10/h1-2H3,(H2,11,12)",pkb1,10.14,,No details,,Uncertain,B131,,,"propane, 1-amino-1-dimethylhydrazono-2,2,3,3,3-pentafluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin215,CC(C)NC[Si](C)(C)C,"InChI=1S/C7H19NSi/c1-7(2)8-6-9(3,4)5/h7-8H,6H2,1-5H3",pkb1,3.2,25,,E3bg,Uncertain,N28,,,"propane, 2-trimethylsilylmethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,room_temp.,
perrin235,CN(C)N=C(N)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6H8F7N3/c1-16(2)15-3(14)4(7,8)5(9,10)6(11,12)13/h1-2H3,(H2,14,15)",pkb1,10.17,,No details,,Uncertain,B131,,,"butane, 1-amino-1-dimethylhydrazono-2,2,3,3,4,4,4-heptafluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin262,N=C(NN)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C4H4F7N3/c5-2(6,1(12)14-13)3(7,8)4(9,10)11/h13H2,(H2,12,14)",pkb1,10.76,,No details,,Uncertain,B131,,,"butane, 1,1,1,2,2,3,3-heptafluoro-4-hydrazino-4-imino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin283,CCCCNCC(F)(F)C(F)(F)C(F)(F)CNCCCC,"InChI=1S/C13H24F6N2/c1-3-5-7-20-9-11(14,15)13(18,19)12(16,17)10-21-8-6-4-2/h20-21H,3-10H2,1-2H3",pkb1,6.93,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 1,5-bis-n-butylamino-2,2,3,3,4,4-hexafluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin283,CCCCNCC(F)(F)C(F)(F)C(F)(F)CNCCCC,"InChI=1S/C13H24F6N2/c1-3-5-7-20-9-11(14,15)13(18,19)12(16,17)10-21-8-6-4-2/h20-21H,3-10H2,1-2H3",pkb2,8.31,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 1,5-bis-n-butylamino-2,2,3,3,4,4-hexafluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin284,CC(C)(C)NCC(F)(F)C(F)(F)C(F)(F)CNC(C)(C)C,"InChI=1S/C13H24F6N2/c1-9(2,3)20-7-11(14,15)13(18,19)12(16,17)8-21-10(4,5)6/h20-21H,7-8H2,1-6H3",pkb1,7.11,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 1,5-bis-t-butylamino-2,2,3,3,4,4-hexafluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin284,CC(C)(C)NCC(F)(F)C(F)(F)C(F)(F)CNC(C)(C)C,"InChI=1S/C13H24F6N2/c1-9(2,3)20-7-11(14,15)13(18,19)12(16,17)8-21-10(4,5)6/h20-21H,7-8H2,1-6H3",pkb2,8.08,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 1,5-bis-t-butylamino-2,2,3,3,4,4-hexafluoro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin289,CC(C)NCC(F)(F)C(F)(F)C(F)(F)CNC(C)C,"InChI=1S/C11H20F6N2/c1-7(2)18-5-9(12,13)11(16,17)10(14,15)6-19-8(3)4/h7-8,18-19H,5-6H2,1-4H3",pkb1,6.99,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 2,2,3,3,4,4-hexafluoro-1,5-bisisopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin289,CC(C)NCC(F)(F)C(F)(F)C(F)(F)CNC(C)C,"InChI=1S/C11H20F6N2/c1-7(2)18-5-9(12,13)11(16,17)10(14,15)6-19-8(3)4/h7-8,18-19H,5-6H2,1-4H3",pkb2,8.28,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 2,2,3,3,4,4-hexafluoro-1,5-bisisopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin290,CNCC(F)(F)C(F)(F)C(F)(F)CNC,"InChI=1S/C7H12F6N2/c1-14-3-5(8,9)7(12,13)6(10,11)4-15-2/h14-15H,3-4H2,1-2H3",pkb1,7.18,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 2,2,3,3,4,4-hexafluoro-1,5-bismethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin290,CNCC(F)(F)C(F)(F)C(F)(F)CNC,"InChI=1S/C7H12F6N2/c1-14-3-5(8,9)7(12,13)6(10,11)4-15-2/h14-15H,3-4H2,1-2H3",pkb2,8.3,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"pentane, 2,2,3,3,4,4-hexafluoro-1,5-bismethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin295,CN(C)N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H8F11N3/c1-22(2)21-3(20)4(9,10)5(11,12)6(13,14)7(15,16)8(17,18)19/h1-2H3,(H2,20,21)",pkb1,10.18,,No details,,Uncertain,B131,,,"hexane, 1-amino-dimethylhydrazono-undecafluoro-","['OPSIN_name1', 'manual_only_one']",2,,perrin,,B,,
perrin298,CCCCNCCCCCCNCCCC,"InChI=1S/C14H32N2/c1-3-5-11-15-13-9-7-8-10-14-16-12-6-4-2/h15-16H,3-14H2,1-2H3",pkb1,2.72,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"hexane, 1,6-bis-n-butylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin298,CCCCNCCCCCCNCCCC,"InChI=1S/C14H32N2/c1-3-5-11-15-13-9-7-8-10-14-16-12-6-4-2/h15-16H,3-14H2,1-2H3",pkb2,2.91,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"hexane, 1,6-bis-n-butylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin299,CC(C)(C)NCCCCCCNC(C)(C)C,"InChI=1S/C14H32N2/c1-13(2,3)15-11-9-7-8-10-12-16-14(4,5)6/h15-16H,7-12H2,1-6H3",pkb1,2.98,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"hexane, 1,6-bis-t-butylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin299,CC(C)(C)NCCCCCCNC(C)(C)C,"InChI=1S/C14H32N2/c1-13(2,3)15-11-9-7-8-10-12-16-14(4,5)6/h15-16H,7-12H2,1-6H3",pkb2,3,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"hexane, 1,6-bis-t-butylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin301,CC(C)NCCCCCCNC(C)C,"InChI=1S/C12H28N2/c1-11(2)13-9-7-5-6-8-10-14-12(3)4/h11-14H,5-10H2,1-4H3",pkb1,2.79,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"hexane, 1,6-bisisopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin301,CC(C)NCCCCCCNC(C)C,"InChI=1S/C12H28N2/c1-11(2)13-9-7-5-6-8-10-14-12(3)4/h11-14H,5-10H2,1-4H3",pkb2,3.06,not_stated,"C=0.002, temperature and method of pK calculation not stated",E3bg,Uncertain,M13,,,"hexane, 1,6-bisisopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin304,N=C(NN)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6H4F11N3/c7-2(8,1(18)20-19)3(9,10)4(11,12)5(13,14)6(15,16)17/h19H2,(H2,18,20)",pkb1,10.83,,No details,,Uncertain,B131,,,"hexane, undecafluoro-1-hydrazino-1-imino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin372,C[Si](C)(C)CNC1CCCCC1,"InChI=1S/C10H23NSi/c1-12(2,3)9-11-10-7-5-4-6-8-10/h10-11H,4-9H2,1-3H3",pkb1,3.04,25,,E3bg,Uncertain,N28,,,"cyclohexane, trimethylsilylmethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,room_temp.,
perrin383,CN=c1cccccc1NC,"InChI=1S/C9H12N2/c1-10-8-6-4-3-5-7-9(8)11-2/h3-7H,1-2H3,(H,10,11)",pkb1,3.8,,No details,,Uncertain,B94,,,"cyclohept-1,3,5-triene, 1-methylamino-7-methylimino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin395,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,"InChI=1S/C8H10N2O3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)(H2,9,12,13)",pkb1,12.6,25,"I=0.2 =corrected from glacial acetic acid, using calibration curve, chloranil electrode",O5,Uncertain,R25,,,"aniline, N'-acetyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,room_temp.,
perrin395,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,"InChI=1S/C8H10N2O3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)(H2,9,12,13)",pkb1,12.2,,"I=0.2 =corrected from glacial acetic acid, using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, N'-acetyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,,
perrin397,Nc1ccccc1N,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",pkb1,9.51,,C=4x10-5,,,C5,,,"aniline, 2-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin397,Nc1ccccc1N,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",pkb2,13.28,,C=4x10-5,,,C5,,,"aniline, 2-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin399,Nc1ccc(N)cc1,"InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",pkb1,7.92,,"-log f = AI^[1/3]
Ref. corr. by K66",,,C5,, Other measurements: P56,"aniline, 4-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin399,Nc1ccc(N)cc1,"InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",pkb2,11.03,,"-log f = AI^[1/3]
Ref. corr. by K66",,,C5,, Other measurements: P56,"aniline, 4-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin401,Nc1ccc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,"InChI=1S/C13H13N3O3S/c14-10-3-1-9(2-4-10)13(17)16-11-5-7-12(8-6-11)20(15,18)19/h1-8H,14H2,(H,16,17)(H2,15,18,19)",pkb1,11.57,,"I=0.2, corrected from glacial acetic acid, using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, N'-p-aminobenzoyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,,
perrin401,Nc1ccc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,"InChI=1S/C13H13N3O3S/c14-10-3-1-9(2-4-10)13(17)16-11-5-7-12(8-6-11)20(15,18)19/h1-8H,14H2,(H,16,17)(H2,15,18,19)",pkb2,12.52,,"I=0.2, corrected from glacial acetic acid, using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, N'-p-aminobenzoyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,,
perrin404,N=C(NN)Nc1ccc(N)cc1,"InChI=1S/C7H11N5/c8-5-1-3-6(4-2-5)11-7(9)12-10/h1-4H,8,10H2,(H3,9,11,12)",pkb1,11.52,,"I=0.2, corrected from glacial acetic acid, using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, 4-aminoguanidino-",['manual_inconsistent'],1,,perrin,,B,,
perrin404,N=C(NN)Nc1ccc(N)cc1,"InChI=1S/C7H11N5/c8-5-1-3-6(4-2-5)11-7(9)12-10/h1-4H,8,10H2,(H3,9,11,12)",pkb2,12.7,,"I=0.2, corrected from glacial acetic acid, using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, 4-aminoguanidino-",['manual_inconsistent'],1,,perrin,,B,,
perrin407,Nc1ccc(Nc2ccc(S(N)(=O)=O)cc2)cc1,"InChI=1S/C12H13N3O2S/c13-9-1-3-10(4-2-9)15-11-5-7-12(8-6-11)18(14,16)17/h1-8,15H,13H2,(H2,14,16,17)",pkb1,<9,,"I=0.2, corrected from glacial acetic acid using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, N'-p-aminophenyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,,
perrin407,Nc1ccc(Nc2ccc(S(N)(=O)=O)cc2)cc1,"InChI=1S/C12H13N3O2S/c13-9-1-3-10(4-2-9)15-11-5-7-12(8-6-11)18(14,16)17/h1-8,15H,13H2,(H2,14,16,17)",pkb2,12.15,,"I=0.2, corrected from glacial acetic acid using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, N'-p-aminophenyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,,
perrin409,NC(=O)NS(=O)(=O)c1ccc(N)cc1,"InChI=1S/C7H9N3O3S/c8-5-1-3-6(4-2-5)14(12,13)10-7(9)11/h1-4H,8H2,(H3,9,10,11)",pkb1,12.22,,"I=0.2, corrected from glacial acetic acid using calibration curve, chloranil electrode",E3b,Uncertain,B47,," For pK of N-(anilinomethylene)aniline at 35 deg. C in 30% dioxan, see ref. D33","aniline, 4-ureidosulphonyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,B,,
perrin412,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,"InChI=1S/C13H12N2O3S/c14-19(17,18)12-8-6-11(7-9-12)15-13(16)10-4-2-1-3-5-10/h1-9H,(H,15,16)(H2,14,17,18)",pkb1,12.22,,"I=0.2, corrected from glacial acetic acid using calibration curve, chloranil electrode",E3b,Uncertain,B47,,,"aniline, N'-benzoyl-4-sulphamoyl-",['manual_no_smiles'],1,,perrin,,B,,
